seller_id,total_orders,total_exposure_usd,flagged_orders,risk_rate,risk_tier
729f06993dac8e860d4f02d7088ca48a,96,4516.28,10,0.1042,Medium Risk
16090f2ca825584b5a147ab24aa30c86,402,4492.24,52,0.1294,Medium Risk
dbc22125167c298ef99da25668e1011f,406,4326.12,34,0.0837,Low Risk
c70c1b0d8ca86052f45a432a38b73958,261,4324.45,23,0.0881,Low Risk
e59aa562b9f8076dd550fcddf0e73491,70,4313.9,7,0.1,Medium Risk
972d0f9cf61b499a4812cf0bfa3ad3c4,83,4303.72,33,0.3976,High Risk
1c68394e931a64f90ea236c5ea590300,142,4302.02,24,0.169,Medium Risk
82e0a475a88cc9595229d8029273f045,42,4261.82,14,0.3333,High Risk
0241d4d5d36f10f80c644447315af0bd,238,4242.03,25,0.105,Medium Risk
ce248b21cb2adc36282ede306b7660e5,65,4121.92,9,0.1385,Medium Risk
9f505651f4a6abe901a56cdc21508025,397,4115.82,37,0.0932,Low Risk
229c3efbfb0ea2058de4ccdfbc3d784a,121,4102.01,30,0.2479,High Risk
76d5af76d0271110f9af36c92573f765,131,4071.4,18,0.1374,Medium Risk
5c243662ce92d84573bfaff24c3e3700,98,4025.69,10,0.102,Medium Risk
7040e82f899a04d1b434b795a43b4617,212,3803.09,56,0.2642,High Risk
23d7c96d4a1160db1c726b248601b25a,53,3801.08,11,0.2075,High Risk
edb1ef5e36e0c8cd84eb3c9b003e486d,166,3768.36,12,0.0723,Low Risk
0dd184061fb0eaa7ca37932c68ab91c5,161,3748.19,22,0.1366,Medium Risk
b32be1695eb7ec5f10f72d9610a12527,45,3738.47,5,0.1111,Medium Risk
1554a68530182680ad5c8b042c3ab563,247,3732.03,25,0.1012,Medium Risk
821fb029fc6e495ca4f08a35d51e53a5,28,3717.74,8,0.2857,High Risk
6973a06f484aacf400ece213dbf3d946,95,3671.78,23,0.2421,High Risk
c60b801f2d52c7f7f91de00870882a75,41,3667.81,11,0.2683,High Risk
7e1fb0a3ebfb01ffb3a7dae98bf3238d,159,3637.56,18,0.1132,Medium Risk
e5a38146df062edaf55c38afa99e42dc,121,3636.16,20,0.1653,Medium Risk
87b740daf17b5d1be335a64164ec6842,13,3629.4,3,0.2308,High Risk
2528744c5ef5d955adc318720a94d2e7,5,3622.31,3,0.6,High Risk
06e5eefc71ec47ae763c5c6f8db7064f,92,3606.68,12,0.1304,Medium Risk
2138ccb85b11a4ec1e37afbd1c8eda1f,396,3596.95,67,0.1692,Medium Risk
431af27f296bc6519d890aa5a05fdb11,117,3595.35,27,0.2308,High Risk
00fc707aaaad2d31347cf883cd2dfe10,103,3572.1,16,0.1553,Medium Risk
d05ae8f7a5bd1d2a690a44cd079e4e27,78,3537.67,17,0.2179,High Risk
213b25e6f54661939f11710a6fddb871,155,3495.25,31,0.2,High Risk
02d35243ea2e497335cd0f076b45675d,14,3481.26,6,0.4286,High Risk
7aa4334be125fcdd2ba64b3180029f14,217,3479.97,30,0.1382,Medium Risk
b94cc9f10ddc85e4ba73a6f7974e7101,39,3479.74,5,0.1282,Medium Risk
004c9cd9d87a3c30c522c48c4fc07416,158,3451.26,21,0.1329,Medium Risk
a7f13822ceb966b076af67121f87b063,75,3423.7,20,0.2667,High Risk
eeb6de78f79159600292e314a77cbd18,83,3389.59,5,0.0602,Low Risk
86bb7c4b535e49a541baf3266b1c95b1,16,3385.86,6,0.375,High Risk
9803a40e82e45418ab7fb84091af5231,11,3376.4,3,0.2727,High Risk
f45122a9ab94eb4f3f8953578bc0c560,187,3304.83,32,0.1711,Medium Risk
ba90964cff9b9e0e6f32b23b82465f7b,38,3275.18,2,0.0526,Low Risk
dc317f341ab0e22f39acbd9dbf9b4a1f,55,3269.13,9,0.1636,Medium Risk
96493fab2fbb13a14d0c0e8772eef5c3,63,3266.16,9,0.1429,Medium Risk
a673821011d0cec28146ea42f5ab767f,129,3220.14,23,0.1783,Medium Risk
8f2ce03f928b567e3d56181ae20ae952,153,3218.38,18,0.1176,Medium Risk
f9244d45189d3a3605499abddeade7d5,21,3184.34,1,0.0476,Low Risk
af4a0e4cfe1d9c26b6712b1be25a72e5,21,3169.71,8,0.381,High Risk
99eaacc9e6046db1c82b163c5f84869f,66,3162.67,12,0.1818,Medium Risk
aba1721a889e04decc910aa13b768ef4,83,3149.66,8,0.0964,Low Risk
00ee68308b45bc5e2660cd833c3f81cc,135,3114.13,15,0.1111,Medium Risk
36a968b544695394e4e9d7572688598f,154,3103.39,32,0.2078,High Risk
abe42c5d03695b4257b5c6cbf4e6784e,50,3094.94,8,0.16,Medium Risk
6fd52c528dcb38be2eea044946b811f8,67,3083.88,24,0.3582,High Risk
54219883e72aad869adfb2a54b7bfa0f,5,3077.8,2,0.4,High Risk
86ccac0b835037332a596a33b6949ee1,180,3069.36,22,0.1222,Medium Risk
784ba75dd9d20200c4caed3d7a77141a,21,3059.32,4,0.1905,Medium Risk
270297ead4c65a6cd2593960d2af6b21,18,3026.35,6,0.3333,High Risk
2b1a40c1daabc6ca280c4b815c101841,23,3016.67,5,0.2174,High Risk
0691148aee60ca47977c187804f935ae,47,3011.22,7,0.1489,Medium Risk
0873d9f8f36123f8d910f4760e788cfb,6,3010.86,2,0.3333,High Risk
0be8ff43f22e456b4e0371b2245e4d01,161,2988.72,30,0.1863,Medium Risk
6d66611d7c44cc30ce351abc49a68421,166,2980.0,25,0.1506,Medium Risk
5343d0649eca2a983820bfe93fc4d17e,71,2975.9,17,0.2394,High Risk
52f976b17ea7f2f087f56dcc419328f6,6,2964.57,2,0.3333,High Risk
ce7d1888639e6fb06b2749cbfdac1ff7,78,2956.47,13,0.1667,Medium Risk
de23c3b98a88888289c6f5cc1209054a,164,2952.5,18,0.1098,Medium Risk
ad781527c93d00d89a11eecd9dcad7c1,44,2919.25,14,0.3182,High Risk
fffd5413c0700ac820c7069d66d98c89,60,2917.64,13,0.2167,High Risk
850f4f8af5ea87287ac68de36e29107f,187,2917.61,17,0.0909,Low Risk
18a349e75d307f4b4cc646a691ed4216,121,2913.89,31,0.2562,High Risk
701938c450705b8ae65fc923b70f35c7,75,2893.91,9,0.12,Medium Risk
2089a6d640999f9b9141ac719b2af596,44,2878.69,11,0.25,High Risk
0c8380b62e38e8a1e6adbeba7eb9688c,182,2852.62,24,0.1319,Medium Risk
6750d71153f00fc58829af2a8ef1bcf1,6,2827.0,1,0.1667,Medium Risk
ca3bd7cd9f149df75950150d010fe4a2,71,2824.63,11,0.1549,Medium Risk
054694fa03fe82cec4b7551487331d74,21,2823.64,6,0.2857,High Risk
1444c08e64d55fb3c25f0f09c07ffcf2,1,2818.74,1,1.0,High Risk
87142160b41353c4e5fca2360caf6f92,305,2811.53,19,0.0623,Low Risk
41b39e28db005d9731d9d485a83b4c38,195,2804.1,28,0.1436,Medium Risk
3b15288545f8928d3e65a8f949a28291,104,2797.57,12,0.1154,Medium Risk
abe021b01ba992245271b9aa422032df,2,2794.5,1,0.5,High Risk
2e90cb1677d35cfe24eef47d441b7c87,127,2779.55,18,0.1417,Medium Risk
440dd6ab244315c632130ecfb63827b1,94,2769.95,15,0.1596,Medium Risk
bfd27a966d91cfaafdb25d076585f0da,117,2764.53,12,0.1026,Medium Risk
d9e8c084b68fe958861d8f2c21202e6b,9,2759.88,1,0.1111,Medium Risk
7202e2ba20579a9bd1acb29e61fe71f6,53,2720.0,8,0.1509,Medium Risk
cfa5ab0e4d3fc212fd0b3410e7081c62,16,2713.46,4,0.25,High Risk
900ba814c251a692506d7834c1218441,88,2706.69,7,0.0795,Low Risk
961dff0a659b4561334372337dd897d9,4,2692.82,1,0.25,High Risk
75d34ebb1bd0bd7dde40dd507b8169c3,62,2687.01,12,0.1935,Medium Risk
cfb1a033743668a192316f3c6d1d2671,147,2670.68,24,0.1633,Medium Risk
5656537e588803a555b8eb41f07a944b,174,2647.33,32,0.1839,Medium Risk
c500367424994318b9e779ff1ae9a330,9,2639.83,2,0.2222,High Risk
ef506c96320abeedfb894c34db06f478,324,2638.78,52,0.1605,Medium Risk
a888faf2d1baececa6baf9c3d603ee1f,54,2636.07,8,0.1481,Medium Risk
903037660cf848a717166eb7a06d616e,45,2619.74,8,0.1778,Medium Risk
a3a38f4affed601eb87a97788c949667,254,2602.95,20,0.0787,Low Risk
79ebd9a61bac3eaf882805ed4ecfa12a,136,2584.4,18,0.1324,Medium Risk
6c12e40690c335dbc2f68a4134d30dc1,16,2584.06,2,0.125,Medium Risk
08cdbae123ff67ca4e36d9d641ce0119,4,2571.92,2,0.5,High Risk
6039e27294dc75811c0d8a39069f52c0,64,2569.33,12,0.1875,Medium Risk
05f51e13da97139648b8125c31e5f51b,60,2534.53,8,0.1333,Medium Risk
1a3df491d1c4f1589fc2b934ada68bf2,167,2533.62,15,0.0898,Low Risk
c31eff8334d6b3047ed34bebd4d62c36,122,2510.39,21,0.1721,Medium Risk
76d64c4aca3a7baf218bf93ef7fa768d,64,2505.63,9,0.1406,Medium Risk
609e1a9a6c2539919b8205cf7c4e6ff0,87,2501.41,18,0.2069,High Risk
e8b3a3a38279a82f0e5d006d5e5b7d2c,87,2486.17,13,0.1494,Medium Risk
099095b050cfe8eb1ddff5317587e96e,17,2484.51,6,0.3529,High Risk
5f2684dab12e59f83bef73ae57724e45,68,2475.8,17,0.25,High Risk
70c27847eca8195c983ed7e798c56743,77,2457.93,14,0.1818,Medium Risk
128639473a139ac0f3e5f5ade55873a5,533,2457.17,55,0.1032,Medium Risk
3078096983cf766a32a06257648502d1,59,2454.7,8,0.1356,Medium Risk
73a63f72308aa20a46f4b1632018f196,29,2443.34,3,0.1034,Medium Risk
cee48807215b30a12ca2ca10ffb5f250,39,2442.9,9,0.2308,High Risk
5b35136197710e16ac5e7b7c2bd4ea85,7,2433.72,4,0.5714,High Risk
813348c996469b40f2e028d5429d3495,179,2427.49,25,0.1397,Medium Risk
adbc26658d6c7b4b6219f9d934598091,88,2402.88,14,0.1591,Medium Risk
bbad7e518d7af88a0897397ffdca1979,69,2401.15,27,0.3913,High Risk
e5a3438891c0bfdb9394643f95273d8e,224,2400.15,39,0.1741,Medium Risk
1b4c3a6f53068f0b6944d2d005c9fc89,113,2397.25,11,0.0973,Low Risk
c510bc1718f0f2961eaa42a23330681a,13,2386.74,2,0.1538,Medium Risk
0adac9fbd9a2b63cccaac4f8756c1ca8,110,2373.4,16,0.1455,Medium Risk
1e8b33f18b4f7598d87f5cbee2282cc2,123,2367.64,13,0.1057,Medium Risk
7a241947449cc45dbfda4f9d0798d9d0,62,2362.94,7,0.1129,Medium Risk
669ae81880e08f269a64487cfb287169,162,2359.72,20,0.1235,Medium Risk
ed4acab38528488b65a9a9c603ff024a,32,2336.82,7,0.2188,High Risk
a3e9a2c700480d9bb01fba070ba80a0e,130,2329.43,21,0.1615,Medium Risk
85d9eb9ddc5d00ca9336a2219c97bb13,509,2300.91,47,0.0923,Low Risk
9e6229250fedbe05838fef417b74e7fb,74,2298.55,11,0.1486,Medium Risk
fce62094ffe6a4009188ec44e681dfdd,4,2276.1,1,0.25,High Risk
7299e27ed73d2ad986de7f7c77d919fa,338,2266.1,23,0.068,Low Risk
1d8dbc4f32378d715c717c1c1fc57bae,92,2254.83,13,0.1413,Medium Risk
d94a40fd42351c259927028d163af842,101,2249.61,10,0.099,Low Risk
dd2bdf855a9172734fbc3744021ae9b9,108,2245.92,20,0.1852,Medium Risk
751bdc4d83a466c7206cd42e8f426b03,54,2225.36,13,0.2407,High Risk
ea67327e24487bdfac5fbfa37ea124df,32,2194.13,8,0.25,High Risk
aaed1309374718fdd995ee4c58c9dfcd,105,2190.86,14,0.1333,Medium Risk
4e7c18b98d84e05cbae3ff0ff03846c2,82,2190.14,14,0.1707,Medium Risk
dd7ddc04e1b6c2c614352b383efe2d36,122,2174.03,22,0.1803,Medium Risk
bd23da7354813347129d751591d1a6e2,89,2160.11,14,0.1573,Medium Risk
f46490624488d3ff7ce78613913a7711,83,2157.99,19,0.2289,High Risk
f021c962aaba8ef6eb527a9c2c8394d1,5,2150.81,1,0.2,High Risk
4bfc7a4a1cf8d4d2121c27422d9e50b5,26,2144.17,2,0.0769,Low Risk
d23019c84ffae2d5ef2270367b8605fc,39,2141.01,2,0.0513,Low Risk
2a261b5b644fa05f4f2700eb93544f2c,51,2118.44,11,0.2157,High Risk
834f3294fba9f932f56edc879193f925,66,2117.4,3,0.0455,Low Risk
b2479f944e1b90cf8a5de1bbfde284d6,103,2112.49,31,0.301,High Risk
7b0df942f46435babab05d49b744b2c4,32,2110.22,2,0.0625,Low Risk
014c0679dd340a0e338872e7ec85666a,14,2106.99,2,0.1429,Medium Risk
f1c1ac3f3efc07e659c035008e615e66,4,2075.02,2,0.5,High Risk
fcdd820084f17e9982427971e4e9d47f,16,2068.58,3,0.1875,Medium Risk
09f952a5f58d2285b0372551ae8f9b01,50,2039.45,9,0.18,Medium Risk
612170e34b97004b3ba37eae81836b4c,107,2038.74,8,0.0748,Low Risk
5d378b73ab7dd6f0418d743e5dcb0bd1,7,2027.23,1,0.1429,Medium Risk
8b8cfc8305aa441e4239358c9f6f2485,15,2024.12,2,0.1333,Medium Risk
30829ded4523ab9224b93bc49a62c95f,18,2021.31,4,0.2222,High Risk
4e17c65a516f69d023a2ae78b84f28d6,61,2019.64,11,0.1803,Medium Risk
b92e3c8f9738272ff7c59e111e108d7c,62,2016.17,11,0.1774,Medium Risk
f25e239052084705e17a982bc600ab2a,8,2009.62,1,0.125,Medium Risk
8b28d096634035667e8263d57ba3368c,143,2009.52,21,0.1469,Medium Risk
b19f3ca2ea475913750f25a5c37c8d8f,24,2003.44,8,0.3333,High Risk
b1fc4f64df5a0e8b6913ab38803c57a9,107,1999.74,22,0.2056,High Risk
8ae520247981aa06bc94abddf5f46d34,65,1995.25,6,0.0923,Low Risk
8e6cc767478edae941d9bd9eb778d77a,106,1992.18,17,0.1604,Medium Risk
1da366cade6d8276e7d8beea7af5d4bf,43,1990.72,7,0.1628,Medium Risk
056b4ada5bbc2c50cc7842547dda6b51,65,1988.16,8,0.1231,Medium Risk
c8b0e2b0a7095e5d8219575d5e7e1181,84,1987.15,12,0.1429,Medium Risk
2b3e4a2a3ea8e01938cabda2a3e5cc79,52,1986.49,4,0.0769,Low Risk
67883baaae6134ee81b271a542613728,19,1971.74,2,0.1053,Medium Risk
db2956745b3a8e9f3785c99f34b5d25e,47,1967.57,9,0.1915,Medium Risk
9b013e03b2ab786505a1d3b5c0756754,174,1963.33,21,0.1207,Medium Risk
e96498ed8daaa3e9c23f7a62da76591c,34,1954.04,7,0.2059,High Risk
2e3be8a987a30d7544dbbda6861cc14e,18,1944.93,5,0.2778,High Risk
e8f6dc8e6a1dcde89d20e3995c8d90b3,36,1930.41,5,0.1389,Medium Risk
01cf7e3d21494c41fb86034f2e714fa1,61,1928.45,7,0.1148,Medium Risk
92eb0f42c21942b6552362b9b114707d,341,1918.73,47,0.1378,Medium Risk
8ff38bc3969e67c36c48343a07090f66,2,1916.96,1,0.5,High Risk
f27e33c6d29b5138fa9967bcd445b6d5,93,1905.02,15,0.1613,Medium Risk
04aa0a1c5ce6b222003403a3e11c3cc0,11,1904.59,2,0.1818,Medium Risk
5bc55dbe2f12b6af6d83ed46023e0dc8,17,1894.31,10,0.5882,High Risk
30c7f28fd3a5897b2c82d152bb760c17,7,1890.3,4,0.5714,High Risk
dd55f1bb788714a40e7954c3be6df745,35,1878.31,7,0.2,High Risk
e2aee0892199b1d92530e371abd825bf,38,1874.29,9,0.2368,High Risk
602044f2c16190c2c6e45eb35c2e21cb,50,1871.72,17,0.34,High Risk
95e03ca3d4146e4011985981aeb959b9,175,1868.3,24,0.1371,Medium Risk
e7df4cd29ab5abab70fb0783ddb53987,23,1858.09,2,0.087,Low Risk
1da3aeb70d7989d1e6d9b0e887f97c23,265,1849.67,33,0.1245,Medium Risk
81a1104df0f08b59c68aa5b03cfe398e,73,1844.5,5,0.0685,Low Risk
fcb5ace8bcc92f75707dc0f01a27d269,62,1844.19,9,0.1452,Medium Risk
4830e40640734fc1c52cd21127c341d4,210,1842.11,23,0.1095,Medium Risk
3c487ae8f8d7542beff5788e2e0aea83,30,1832.69,3,0.1,Medium Risk
66e0557ecc2b4dbea057e93f215f68d8,31,1832.59,5,0.1613,Medium Risk
7b07b3c7487f0ea825fc6df75abd658b,93,1813.29,10,0.1075,Medium Risk
f80edd2c5aaa505cc4b0a3b219abf4b8,119,1809.76,17,0.1429,Medium Risk
e882b2a25a10b9c057cc49695f222c19,57,1807.68,3,0.0526,Low Risk
59fb871bf6f4522a87ba567b42dafecf,126,1804.47,9,0.0714,Low Risk
4aba391bc3b88717ce08eb11e44937b2,29,1801.23,6,0.2069,High Risk
fa40cc5b934574b62717c68f3d678b6d,307,1800.68,23,0.0749,Low Risk
e0878efa0e0b7e5313ac0b43bc04c081,27,1787.24,7,0.2593,High Risk
ea6b12bf9ffe2bac34602ec631d97a47,11,1783.2,3,0.2727,High Risk
f6122bc84774df1b372bdb3bb88ddb9f,3,1775.26,1,0.3333,High Risk
f262cbc1c910c83959f849465454ddd3,192,1759.72,27,0.1406,Medium Risk
ef0ace09169ac090589d85746e3e036f,129,1756.64,10,0.0775,Low Risk
2a84855fd20af891be03bc5924d2b453,164,1740.97,15,0.0915,Low Risk
835f0f7810c76831d6c7d24c7a646d4d,44,1730.92,14,0.3182,High Risk
039e6ad9dae79614493083e241147386,5,1729.98,1,0.2,High Risk
8476243f92442881ddd5b578975cf115,12,1729.81,2,0.1667,Medium Risk
c003204e1ab016dfa150abc119207b24,197,1729.44,9,0.0457,Low Risk
f1b93673502375d491780bb49d615dbc,8,1713.41,3,0.375,High Risk
8d956fec2e4337affcb520f56fd8cbfd,211,1708.78,21,0.0995,Low Risk
ef990a83bbea832f36ebe81376335aa8,43,1702.58,11,0.2558,High Risk
1a932caad4f9d804097d7f8e615baed1,20,1687.94,4,0.2,High Risk
0bf0150d5b9d60d9cd2906003332f085,39,1683.58,8,0.2051,High Risk
c9a06ece156bb057372c68718ec8909b,14,1682.25,4,0.2857,High Risk
15aac934c58d886785ac1b17953ea898,25,1681.64,2,0.08,Low Risk
cb41bfbcbda0aea354a834ab222f9a59,12,1678.46,4,0.3333,High Risk
968268a686aa05d1f529fb07dff08130,12,1669.39,4,0.3333,High Risk
b372ee768ed69e46ca8cdbd267aa7a38,63,1668.61,6,0.0952,Low Risk
