seller_id,order_count,avg_vlt_days,vlt_std_dev,on_time_rate,vlt_cv,total_units,active_days,avg_daily_demand,safety_stock_units,demand_during_lead_time,reorder_point_units,max_stock_level_units
cca3071e3e9bb7d12640c9fbe2301306,699,14.24264624133007,11.714720666487072,0.9461444308445532,0.8225101198183713,830,689,1.204644412191582,23.0,17.157324209439707,40.0,57.0
88460e8ebdecbfecb5f9601833981930,246,18.26756948302469,10.324457363352924,0.8033333333333333,0.5651795863126194,302,270,1.1185185185185185,19.0,20.432614755086874,39.0,59.0
de722cd6dad950a92b7d4f82673f8833,337,12.76760370615974,6.4059616994487225,0.960212201591512,0.5017356308105148,379,227,1.669603524229075,18.0,21.3168361437645,39.0,60.0
a1043bafd471dff536d0c462352beb48,702,13.586722905585107,8.111506995792059,0.9441489361702128,0.5970171800926075,770,558,1.3799283154121864,18.0,18.748703651076223,37.0,56.0
81f89e42267213cb94da7ddc301651da,46,7.642944043803419,3.436361552920481,1.0,0.4496122872581463,52,20,2.6,15.0,19.87165451388889,35.0,55.0
633ecdf879b94b5337cca303328e4a25,6,25.72286072530865,12.578349667717672,0.3333333333333333,0.4889949761824847,6,8,0.75,16.0,19.292145543981487,35.0,54.0
e9779976487b77c6d4ac45f75ec7afe9,645,9.849296302569508,9.29261358120465,0.9254742547425474,0.9434799498092438,750,546,1.3736263736263736,21.0,13.529253162870203,35.0,49.0
634964b17796e64304cadf1ad3050fb7,265,14.50425538929022,9.560061565269775,0.9040247678018576,0.6591211550459058,326,280,1.1642857142857144,18.0,16.887097346102188,35.0,52.0
f457c46070d02cadd8a68551231220dd,195,14.452987067230271,7.718540614162112,0.9347826086956522,0.5340446634497176,234,190,1.231578947368421,16.0,17.79999459858886,34.0,52.0
620c87c171fb2a6dd6e8bb4dec959fc6,724,12.88467291755584,9.481444379019662,0.9052496798975672,0.7358700092495825,798,690,1.1565217391304348,18.0,14.901404330738492,33.0,48.0
128639473a139ac0f3e5f5ade55873a5,527,14.412933066753578,7.370243397555311,0.9368231046931408,0.5113631877300747,560,464,1.206896551724138,15.0,17.394919218495698,32.0,49.0
1fe5540d7c1c37a595fefbacd5570d9e,20,11.997797222222223,3.876274836128216,0.96,0.3230822095366482,25,15,1.6666666666666667,11.0,19.996328703703707,31.0,51.0
7ddcbb64b5bc1ef36ca8c151f6ec77df,325,12.63763847305389,10.138633338199064,0.9161676646706588,0.802256953292086,343,334,1.026946107784431,17.0,12.978173641489473,30.0,43.0
d2374cbcbb3ca4ab1086534108cc3ab7,514,14.297114882019116,7.507897853222044,0.9467741935483872,0.5251337710564538,631,558,1.1308243727598566,14.0,16.16752596873488,30.0,46.0
562fc2f2c2863ab7e79a9e4388a58a14,255,11.255386355695318,7.9089684485369185,0.9660377358490566,0.7026829820492937,270,219,1.2328767123287672,16.0,13.876503726199708,30.0,44.0
fa1c13f2614d7b5c4749cbc52fecda94,578,13.341870562272115,9.8611061750917,0.8981001727115717,0.7391097169670305,586,600,0.9766666666666668,16.0,13.030560249152435,29.0,42.0
00fc707aaaad2d31347cf883cd2dfe10,103,15.77124777091907,7.86336294963376,0.9555555555555556,0.4985885114387193,135,134,1.007462686567164,13.0,15.888943649806524,29.0,45.0
1900267e848ceeba8fa32d80c1a5f5a8,406,12.79522909142412,7.694125831148051,0.9005736137667304,0.6013277117722703,529,467,1.1327623126338329,14.0,14.493953296281283,28.0,42.0
53243585a1d6dc2643021fd1853d8905,348,13.37442884837963,6.872166156860419,0.96,0.5138287574570343,410,359,1.1420612813370474,13.0,15.274417347731612,28.0,43.0
c9aafcd0621b2207c10e32c649cada4d,40,9.011922773837668,4.249096278010527,0.9148936170212766,0.4714971915145559,52,30,1.7333333333333334,12.0,15.620666141318624,28.0,44.0
7aa4334be125fcdd2ba64b3180029f14,214,15.979772620721988,10.707680304983665,0.8649789029535865,0.6700771380875804,240,288,0.8333333333333334,15.0,13.31647718393499,28.0,41.0
f8db351d8c4c4c22c6835c19a46f01b0,659,9.914259048526818,7.53898514997161,0.9411764705882352,0.7604184148377529,724,578,1.2525951557093429,16.0,12.41855285663221,28.0,40.0
d13e50eaa47b4cbe9eb81465865d8cfc,66,4.972586465141612,2.7762792686862827,0.7941176470588235,0.5583169419271663,69,25,2.76,13.0,13.724338643790848,27.0,41.0
ceaec5548eefc6e23e6607c5435102e7,198,12.918996932308522,8.645740576355,0.941747572815534,0.6692269238591788,211,210,1.0047619047619047,14.0,12.980515965319515,27.0,40.0
c826c40d7b19f62a09e2d7c5e7295ee2,346,13.195016837899542,8.565215079191706,0.9095890410958904,0.6491249828943125,373,366,1.0191256830601092,14.0,13.447380547914014,27.0,40.0
53e4c6e0f4312d4d2107a8c9cddf45cd,463,12.027491274233215,10.37429030121379,0.947265625,0.8625481461324259,522,553,0.9439421338155516,16.0,11.353255777847629,27.0,38.0
9f505651f4a6abe901a56cdc21508025,393,8.16848548078595,7.623831472670278,0.9530516431924884,0.9333225223455662,430,329,1.3069908814589666,16.0,10.6761360387172,27.0,38.0
612170e34b97004b3ba37eae81836b4c,107,10.901777988215487,4.395456899043186,0.9818181818181818,0.4031871593601108,110,73,1.5068493150684932,11.0,16.42733669457128,27.0,43.0
391fc6631aebcf3004804e51b40bcf1e,521,14.269101584022035,8.531901792457663,0.9041322314049588,0.5979284499601112,613,689,0.8896952104499274,13.0,12.695151336727877,26.0,39.0
640e21a7d01df7614a3b4923e990d40c,115,10.44772314133987,11.919595421052476,0.9338235294117648,1.1408797170254883,137,162,0.845679012345679,17.0,8.835420187429396,26.0,35.0
8581055ce74af1daba164fdbd55a40de,379,12.83171940206051,8.82839708084005,0.9014084507042254,0.6880135704512359,435,456,0.9539473684210528,14.0,12.24078495591299,26.0,38.0
eebb3372362aa9a46975164bed19a7e7,4,52.58219039351852,75.84641942766396,0.5,1.4424355254134311,8,57,0.1403508771929824,18.0,7.379956546458737,25.0,32.0
e5a3438891c0bfdb9394643f95273d8e,216,15.375952401034638,10.651137877240382,0.8178137651821862,0.6927140250852801,255,332,0.7680722891566265,13.0,11.809842958626001,25.0,37.0
939f6e231201f26803cb5c3a3d2940b3,3,9.902161458333332,5.298935753019761,1.0,0.5351292013684903,4,3,1.3333333333333333,12.0,13.202881944444442,25.0,38.0
9c0e69c7bf2619675bbadf47b43f655a,151,15.161132060185183,19.84249426309817,0.905,1.308773921652379,206,410,0.5024390243902439,16.0,7.617544400971092,24.0,32.0
855668e0971d4dfd7bef1b6a4133b41b,300,16.15309012891509,11.573344506244394,0.8617363344051447,0.7164786684083035,327,482,0.6784232365145229,13.0,10.958631684969365,24.0,35.0
beadbee30901a7f61d031b6b686095ad,64,13.541908700980391,10.4002527784114,0.7647058823529411,0.7680049399283319,68,87,0.7816091954022989,13.0,10.584480363984675,24.0,35.0
c33847515fa6305ce6feb1e818569f13,114,9.561364474826387,5.926892276965802,0.953125,0.6198793375747157,128,106,1.2075471698113207,12.0,11.545798611111108,24.0,36.0
a7f13822ceb966b076af67121f87b063,73,22.157743468915346,21.31732196587847,0.9404761904761904,0.962070979645744,86,213,0.4037558685446009,14.0,8.946318959280372,23.0,32.0
6973a06f484aacf400ece213dbf3d946,89,14.988384880829903,9.947109669132384,0.8333333333333334,0.6636545397132619,115,163,0.7055214723926381,12.0,10.574627369910669,23.0,34.0
d91fb3b7d041e83b64a00a3edfb37e4f,524,11.286405930335096,7.493924091475427,0.9371428571428572,0.6639778985206968,536,564,0.950354609929078,12.0,10.726087905424844,23.0,34.0
218d46b86c1881d022bce9c68a7d4b15,382,13.80322260802469,10.1927569526133,0.9095238095238096,0.7384331356568578,427,582,0.7336769759450171,12.0,10.127106621351446,22.0,32.0
240b9776d844d37535668549a396af32,35,11.357760582010584,6.512113535810052,0.9428571428571428,0.5733624589802068,36,36,1.0,11.0,11.357760582010584,22.0,33.0
427165bf50f8ca07efc7bdc2bfcf1688,5,38.565872685185184,33.7262355289483,0.4,0.8745098497901748,5,22,0.2272727272727272,13.0,8.764971064814812,22.0,31.0
7ad32824caee82087b3e2e5f33b1bf32,147,11.489481738683128,8.593978436016345,0.8722222222222222,0.7479866047466601,184,214,0.8598130841121495,12.0,9.878806728587362,22.0,32.0
85d9eb9ddc5d00ca9336a2219c97bb13,499,14.738470594618056,8.093171418439612,0.96484375,0.5491188089349609,522,683,0.7642752562225475,10.0,11.264248390030197,21.0,32.0
4d6d651bd7684af3fffabd5f08d12e5a,363,13.056570146624775,7.446572097453582,0.9537275064267352,0.5703314127545647,395,486,0.8127572016460906,10.0,10.611821415466638,21.0,32.0
f46490624488d3ff7ce78613913a7711,80,10.08549622179651,6.8370850846546105,0.8850574712643678,0.6779126117640579,91,91,1.0,11.0,10.08549622179651,21.0,31.0
897060da8b9a21f655304d50fd935913,304,14.86209574813918,9.816266227361831,0.8789346246973365,0.6604900408201773,430,619,0.6946688206785138,11.0,10.324234526170999,21.0,31.0
5d378b73ab7dd6f0418d743e5dcb0bd1,6,30.48887152777778,47.00588401626055,0.8333333333333334,1.5417390562794184,7,37,0.1891891891891892,15.0,5.768164883633634,21.0,27.0
e8b3a3a38279a82f0e5d006d5e5b7d2c,80,16.894898420479304,9.343973139540184,0.9529411764705882,0.5530647718019898,92,147,0.6258503401360545,10.0,10.573677923021062,21.0,32.0
1ca7077d890b907f89be8c954a02686a,108,15.028811242344709,8.745442182914868,0.8031496062992126,0.5819117721216688,137,207,0.6618357487922706,10.0,9.946604542034905,20.0,30.0
dbc22125167c298ef99da25668e1011f,394,11.405500294209078,6.9143252797729575,0.9760191846522782,0.6062272676704565,429,502,0.8545816733067729,10.0,9.746931526326085,20.0,30.0
54965bbe3e4f07ae045b90b0b8541f52,73,26.727943958619115,19.19515790828111,0.6790123456790124,0.7181681440966632,86,259,0.332046332046332,11.0,8.874915754599396,20.0,29.0
0dd184061fb0eaa7ca37932c68ab91c5,161,11.247586475724429,9.82909510531899,0.9015544041450776,0.873884822004529,193,256,0.75390625,12.0,8.47962574146412,20.0,28.0
2c9e548be18521d1c43cde1c582c6de8,124,13.734119693523931,14.2121703896899,0.8304093567251462,1.0348075236588612,174,326,0.5337423312883436,13.0,7.330481063414614,20.0,27.0
4e922959ae960d389249c378d1c939f5,412,14.63096879671151,9.35360667660321,0.8923766816143498,0.6393019359528365,454,688,0.6598837209302325,10.0,9.654738130388118,20.0,30.0
213b25e6f54661939f11710a6fddb871,152,15.226612816764131,6.446790016293856,0.8894736842105263,0.423389633260793,194,267,0.7265917602996255,8.0,11.06353140993349,19.0,30.0
4b9750c8ad28220fe6702d4ecb7c898f,217,9.406085030165912,10.720242852716773,0.9230769230769232,1.1397135809783,222,320,0.69375,12.0,6.525471489677601,19.0,26.0
282c7480173bb9c01dd41cc739fec010,5,13.80601996527778,11.18428853894237,0.875,0.8101023008130455,8,14,0.5714285714285714,11.0,7.889154265873017,19.0,27.0
41b86b552e54e3a7009596125aa8b167,10,15.680195707070707,12.809270166115253,1.0,0.8169075441028544,11,21,0.5238095238095238,11.0,8.213435846560847,19.0,27.0
46dc3b2cc0980fb8ec44634e21d2718e,504,11.798776704304494,7.980839687378779,0.9370229007633588,0.6764124694780574,542,683,0.7935578330893118,10.0,9.363011674572526,19.0,28.0
25c5c91f63607446a97b143d2d535d31,156,13.9284769649819,7.669969451248478,0.9398496240601504,0.5506682080554702,269,386,0.6968911917098446,9.0,9.706632910829356,19.0,29.0
b2479f944e1b90cf8a5de1bbfde284d6,101,15.440582023399369,10.436370584220713,0.8527131782945736,0.6759052585197214,131,221,0.5927601809954751,10.0,9.15256219486569,19.0,28.0
0b90b6df587eb83608a64ea8b390cf07,163,14.400937832270069,7.71934941706297,0.9665071770334928,0.5360310215189744,210,297,0.7070707070707071,9.0,10.182481295544493,19.0,29.0
7142540dd4c91e2237acb7e911c4eba2,316,14.759572782576782,9.31182418009924,0.9207317073170732,0.6309006579845969,331,526,0.629277566539924,10.0,9.287868043788812,19.0,28.0
37515688008a7a40ac93e3b2e4ab203f,227,15.078823173330234,8.178505525096114,0.899581589958159,0.5423835422091398,240,372,0.6451612903225806,9.0,9.728273015051764,19.0,29.0
f7ba60f8c3f99e7ee4042fdef03b70c4,218,13.124415534530163,10.770988911536373,0.834061135371179,0.8206833198170267,230,392,0.5867346938775511,10.0,7.700549930974331,18.0,26.0
d17f467e4bf608a510c20d82f4ba3b6b,11,12.06053451178451,5.961294314717161,0.8181818181818182,0.4942811041162645,12,15,0.8,8.0,9.648427609427609,18.0,28.0
ef506c96320abeedfb894c34db06f478,316,13.33943067408523,10.618563868411597,0.9126506024096386,0.7960282659619414,340,576,0.5902777777777778,10.0,7.873969495119754,18.0,26.0
fe2032dab1a61af8794248c8196565c9,293,10.600771782027929,12.133805959979084,0.9147540983606556,1.144615336455992,306,532,0.575187969924812,12.0,6.097436400940876,18.0,24.0
16090f2ca825584b5a147ab24aa30c86,398,9.222865951696772,9.305832796807437,0.8916256157635468,1.0089957769683728,410,574,0.7142857142857143,11.0,6.587761394069123,18.0,25.0
8cc6a0e5738e61a87b03c78b2ba9db4b,23,16.687734857253087,25.542062568054497,0.9166666666666666,1.5305889497011635,26,86,0.3023255813953488,13.0,5.045129142890468,18.0,23.0
7e93a43ef30c4f03f38b393420bc753a,319,11.335140901771338,12.779805338825163,0.9440993788819876,1.1274500643241294,340,644,0.5279503105590062,11.0,5.984391159320271,17.0,23.0
c3867b4666c7d76867627c2f7fb22e21,228,15.219363906177962,10.348780256608311,0.8879668049792531,0.6799745587532376,259,467,0.5546038543897216,9.0,8.440717883726107,17.0,25.0
5dceca129747e92ff8ef7a997dc4f8ca,322,11.273755027804771,7.849548630247323,0.9416909620991254,0.6962674469054689,346,515,0.6718446601941748,9.0,7.574212115767866,17.0,25.0
92eb0f42c21942b6552362b9b114707d,334,13.478276950134491,7.791365034989491,0.9245810055865922,0.5780683290464472,365,564,0.6471631205673759,8.0,8.72264377092037,17.0,26.0
e26901d5ab434ce92fd9b5c256820a4e,197,9.29815358527132,5.104875657283466,0.9767441860465116,0.5490203630718481,221,226,0.9778761061946902,8.0,9.092442222765317,17.0,26.0
7299e27ed73d2ad986de7f7c77d919fa,335,11.322033060469687,7.941200244186083,0.952513966480447,0.7013934866444073,361,531,0.67984934086629,9.0,7.697276713426661,17.0,25.0
77530e9772f57a62c906e1c21538ab82,312,15.0941146592787,10.12890430671211,0.884514435695538,0.6710499115286394,389,691,0.5629522431259045,9.0,8.497265705440542,17.0,25.0
ba143b05f0110f0dc71ad71b4466ce92,83,10.277845982142855,7.630418337084807,0.8452380952380952,0.7424141547112306,86,117,0.7350427350427351,9.0,7.55465602106227,17.0,25.0
0241d4d5d36f10f80c644447315af0bd,238,10.94086523261066,7.438952190704368,0.943089430894309,0.679923573917318,246,325,0.7569230769230769,9.0,8.281393376068376,17.0,25.0
b33e7c55446eabf8fe1a42d037ac7d6d,149,16.425508269371345,10.890946700791131,0.868421052631579,0.6630508184090405,155,310,0.5,9.0,8.212754134685673,17.0,25.0
8e6d7754bc7e0f22c96d255ebda59eba,84,14.082051751363768,9.126102668384869,0.875968992248062,0.6480662640301018,130,240,0.5416666666666666,8.0,7.627778031988707,16.0,24.0
7040e82f899a04d1b434b795a43b4617,208,10.244739972595914,8.10444459093895,0.9103139013452914,0.7910834840725943,228,351,0.6495726495726496,9.0,6.654702888181961,16.0,23.0
bf84056e679dbe9c69929847a40e338f,35,12.35544864766082,9.994849087713188,0.9210526315789472,0.8089426270737202,40,70,0.5714285714285714,9.0,7.0602563700918965,16.0,23.0
4c2b230173bb36f9b240f2b8ac11786e,258,12.7983538494763,7.406493159633649,0.9096209912536444,0.5787067029668599,346,553,0.6256781193490054,8.0,8.007649967303434,16.0,24.0
37be5a7c751166fbc5f8ccba4119e043,269,10.607953304023448,6.595871058680938,0.974820143884892,0.6217854537669596,281,384,0.7317708333333334,8.0,7.762590829246326,16.0,24.0
ede0c03645598cdfc63ca8237acbe73d,43,18.401936071710008,11.358518452283883,0.6595744680851063,0.6172458380477565,50,119,0.4201680672268907,8.0,7.731905912483196,16.0,24.0
688756f717c462a206ad854c5027a64a,81,10.765330387205386,6.309814973870463,0.9090909090909092,0.5861236717239713,101,135,0.7481481481481481,8.0,8.054061993390697,16.0,24.0
2a84855fd20af891be03bc5924d2b453,155,8.543380066387142,8.454376326478236,0.9685534591194968,0.9895821397131704,168,245,0.6857142857142857,10.0,5.858317759808326,16.0,22.0
70a12e78e608ac31179aea7f8422044b,312,14.695408819229447,8.491096013978567,0.891640866873065,0.5778060425830193,328,581,0.5645438898450946,8.0,8.296203257671701,16.0,24.0
1c129092bf23f28a5930387c980c0dfc,200,11.589614673177744,6.611244728319646,0.9497716894977168,0.5704456027878376,220,314,0.7006369426751592,8.0,8.12011219139842,16.0,24.0
edb1ef5e36e0c8cd84eb3c9b003e486d,165,11.709806034482758,9.75925805745395,0.9252873563218392,0.8334261070350029,175,327,0.5351681957186545,9.0,6.26671576768955,15.0,21.0
2138ccb85b11a4ec1e37afbd1c8eda1f,388,11.263819941660037,7.630068861503736,0.9451073985680192,0.6773962031551468,429,694,0.6181556195965417,8.0,6.9627935950607425,15.0,22.0
8d956fec2e4337affcb520f56fd8cbfd,210,9.30171148433676,6.574737739095696,0.9030837004405288,0.7068309687058084,228,319,0.7147335423197492,8.0,6.648245198836305,15.0,22.0
f262cbc1c910c83959f849465454ddd3,189,8.951072871278141,7.705879513293909,0.9068627450980392,0.8608889262895222,207,297,0.696969696969697,9.0,6.238626546648402,15.0,21.0
7ea5bfa6c340f58f8e71fc1f0412b0d6,96,12.737575912309367,15.07458551648877,0.931372549019608,1.1834736546630475,104,265,0.3924528301886792,10.0,4.998897716528959,15.0,20.0
8d92f3ea807b89465643c219455e7369,3,42.1159056712963,12.639206411252076,0.125,0.3001052977442252,8,33,0.2424242424242424,5.0,10.209916526374858,15.0,25.0
48efc9d94a9834137efd9ea76b065a38,33,10.829713371459697,1.811112508205695,1.0,0.1672354979383523,34,35,0.9714285714285714,3.0,10.52029298941799,14.0,25.0
e9bc59e7b60fc3063eb2290deda4cced,209,14.569640357905982,8.07319424004378,0.8730769230769231,0.5541107427310648,269,528,0.509469696969697,7.0,7.422790258099829,14.0,21.0
70c27847eca8195c983ed7e798c56743,77,10.848642172146636,5.779329376066318,0.9081632653061223,0.5327237532918605,98,142,0.6901408450704225,7.0,7.487091076551904,14.0,21.0
ef0ace09169ac090589d85746e3e036f,128,12.55617106314948,10.22602088379596,0.920863309352518,0.8144219151177248,140,283,0.4946996466431095,8.0,6.211533388130484,14.0,20.0
9b013e03b2ab786505a1d3b5c0756754,170,7.997937447390573,6.532130708043161,0.9454545454545454,0.8167269062818628,225,313,0.7188498402555911,8.0,5.749316056430923,14.0,20.0
17e34d8224d27a541263c4c64b11a56b,247,14.041841435185184,8.421579438952655,0.9192307692307692,0.5997489344845027,268,551,0.4863883847549909,7.0,6.829788574645425,14.0,21.0
6a8b085f816a1f75f92dbac6eb545f8f,125,14.367179493873572,16.490007600096455,0.9097744360902256,1.147755382824311,135,391,0.3452685421994885,9.0,4.960535119368113,14.0,19.0
1c68394e931a64f90ea236c5ea590300,142,15.752728909465022,10.109517887707714,0.9649122807017544,0.6417629571237916,171,395,0.4329113924050632,7.0,6.819535806375995,14.0,21.0
d6b1ce66b035a475f00c017792ff9769,92,10.171494770233195,6.61377821385878,0.925925925925926,0.6502267722944667,108,163,0.6625766871165644,7.0,6.73939530788457,14.0,21.0
f08c008c8a8d31417763738a1788a2a8,20,19.12531525573192,28.502043792724265,0.8571428571428571,1.4902783777214916,23,105,0.219047619047619,10.0,4.189354770303181,14.0,18.0
a21c11ec5c3f03e7cc9f9203bff9e1c6,3,8.954418402777778,5.610930329226218,1.0,0.6266102472367869,4,5,0.8,7.0,7.163534722222223,14.0,21.0
c003204e1ab016dfa150abc119207b24,195,9.686840162037036,7.848443320898393,0.935,0.8102170769428646,202,313,0.645367412140575,8.0,6.2515709671932305,14.0,20.0
fa40cc5b934574b62717c68f3d678b6d,304,11.200961884547754,8.85924066243003,0.940652818991098,0.790935702999915,340,589,0.5772495755517827,8.0,6.465750493626887,14.0,20.0
b2ba3715d723d245138f291a6fe42594,324,13.97076597222222,8.148072138863787,0.9142857142857144,0.5832230068891303,363,688,0.5276162790697675,7.0,7.37120355801841,14.0,21.0
8a432f4e5b471f8da497d7dc517666e2,95,7.961400462962962,5.696691272438782,0.9339622641509434,0.7155388425617102,106,146,0.726027397260274,7.0,5.78019485667174,13.0,19.0
5343d0649eca2a983820bfe93fc4d17e,70,11.36370422979798,8.026967367299957,0.9090909090909092,0.7063689097302964,111,224,0.4955357142857143,7.0,5.631121292444535,13.0,19.0
82e0a475a88cc9595229d8029273f045,41,15.259298816221284,21.66942539216856,0.9367088607594936,1.4200800215756335,80,331,0.2416918429003021,9.0,3.6880480522589205,13.0,17.0
b561927807645834b59ef0d16ba55a24,85,12.522224049707605,11.92115338895225,0.8526315789473684,0.9519996880450812,95,220,0.4318181818181818,8.0,5.407324021464648,13.0,18.0
0b35c634521043bf4b47e21547b99ab5,50,17.4247843013468,15.621093045734682,0.8831168831168831,0.8964870253531513,78,249,0.3132530120481928,8.0,5.458366166686949,13.0,18.0
87142160b41353c4e5fca2360caf6f92,305,10.805449647656506,7.3818529184292,0.943952802359882,0.6831601792740002,339,565,0.6,7.0,6.483269788593903,13.0,19.0
7d76b645482be4a332374e8223836592,172,13.264018480570735,9.142813717776171,0.8907103825136612,0.6892944043442532,187,384,0.4869791666666667,7.0,6.459300666319603,13.0,19.0
5058e8c1e82653974541e83690655b4a,62,26.44018774050024,13.541671248279073,0.8701298701298701,0.512162446847394,78,292,0.2671232876712329,6.0,7.06278987588705,13.0,20.0
dfa0c4c6229ab200a4a1336b4d7128ff,77,9.643763727390182,4.9091624755943695,0.9651162790697676,0.5090504718247487,86,114,0.7543859649122807,6.0,7.275120004873295,13.0,20.0
04308b1ee57b6625f47df1d56f00eedf,92,18.87600291867955,9.758812132844492,0.8804347826086957,0.5169956889118323,94,272,0.3455882352941176,6.0,6.523324538073078,13.0,20.0
516e7738bd8f735ac19a010ee5450d8d,74,8.784532802619692,4.421175793447771,0.951219512195122,0.5032909424766795,84,106,0.7924528301886793,6.0,6.961327881321266,13.0,20.0
95e03ca3d4146e4011985981aeb959b9,172,12.354240740740742,11.450843563183888,0.968421052631579,0.9268755404306062,193,459,0.420479302832244,8.0,5.194702533688373,13.0,18.0
813348c996469b40f2e028d5429d3495,172,10.19760576923077,7.819950152513748,0.953846153846154,0.7668417792840041,202,359,0.5626740947075209,7.0,5.737928594386116,13.0,19.0
00ee68308b45bc5e2660cd833c3f81cc,135,9.16644191429802,9.0140244977627,0.9186046511627908,0.9833722377820804,172,325,0.5292307692307693,8.0,4.851163105413106,13.0,18.0
42b729f859728f5079499127a9c2ef37,103,7.89449409810574,7.843182355102352,0.900763358778626,0.9935003127032928,132,227,0.5814977973568282,8.0,4.590630929294968,13.0,18.0
8fec2e460530482132c436cfb5439925,3,32.48059259259259,22.07601301846245,0.4,0.6796678033361075,5,25,0.2,7.0,6.496118518518519,13.0,19.0
e83c76265fc54bf41eac728805e4da77,8,32.602546296296296,63.11430837981944,0.875,1.935870523922524,8,88,0.0909090909090909,9.0,2.9638678451178446,12.0,15.0
d921b68bf747894be13a97ae52b0f386,77,9.97529761904762,5.5564672535996085,0.987012987012987,0.5570227040634509,77,128,0.6015625,6.0,6.000764973958334,12.0,18.0
6f892e20a171e98efe17fdb971ff319b,41,16.756710648148147,9.535741783724696,0.92,0.5690700271642234,53,144,0.3680555555555556,6.0,6.16740044688786,12.0,18.0
